id,name_tejary,goroh_daroei,goroh_darmani,name_farsi,shekl_daroei,masraf_hamelegi,mavared_masraf,mizan_masraf,mavared_mane,avarez_janebi,tavajohat,amozesh,description,sharayet_negah,nokte
31,Garamycin,آمینو گلیکوزید ها,آنتی بیوتیک,جنتامايسين,"تزریقی 20 , 40 , 80 میلی گرم",گروه C,"عفونت های گرم منفی و برخی از گونه های استاف زخم جراحی , عفونت ادراری , عفونت ناحیه لگن",3 تا 5 میلی گرم به ازای هر کیلوگرم وزن بدن,حساسیت شدید دارویی,"عوارض کلیوی که بسیار خطرناک است, مشکلات شنوایی, ضعف عمومی, تشنج , عوارض پوستی , خارش , زخم دهان , راش , کهیر",در اختلال عملکرد کلیه میزان آن کاهش یابد یا تنظیم شود. اسهال و خارش جلدی را جدی بگیرید.,"دارو ها را طبق دستور پزشک مصرف کنید و  عوارض جدی را اطلاع دهید.   در نوع موضعی جنتامایسین ,بیمار نباید در معرض نور باشد.",GENTAMICIN,در جای خشک و  خنک نگهداری شود.,"نوع موضعی و چشمی را در عفونت های پوست , زخم و سوختگی می توان به کار برد."
32,Amikin,آمینو گلیکوزیدها,آنتی بیوتیک,آميکاسين,آمپول 100 و 500 میلی گرمی,گروه D,"عفونت های خطرناک دستگاه اداری , استخوان , پرده مغز و دستگاه تنفس",روزانه 15 میلی گرم به ازای هر کیلو گرم وزن از راه عضلانی یا انفوزیون وریدی با 100 تا 200 میلی لیتر سرم و دکستروز5% رقیق شده و در مدت 30 تا 60 ثانیه انفوزیون شود (سه بار در روز) .,حساسیت به داروهای گروه آمینو گلیکوزید ها ولی در نا رسایی کلیه و وزوز گوش و کاهش شنوایی و مبتلایان به پارکینسون و کاهش کلسیم و کودکان و سالمندان با احتیاط مصرف شود.,"مشکل عضلانی و مهار تنفسی , مشکلات شنوایی و نارسایی کلیه","مشکل و اختلال تنفسی ممکن است بروز نماید . در زمان تزریق , محلول باید شفاف باشد . بیمار پس از دوره درمانی و حین آن از نظر کلیه و شنوایی آزمایش شود.",در صورت هر گونه سرگیجه و اختلال شنوایی به پزشک اطلاع دهید.,AMIKACIN SULFAT,در دمای 15 تا  30 درجه نگهداری شود.,---
33,Mycifradin,آمینوگلیکوزید,آنتی بیوتیک,نئومايسين,قرص و محلول خوراکی,گروه D,آمادگی قبل از عمل جراحی و کاهش میکروب های روده ای,50 میلی گرم به ازای هر کیلوگرم تقسیم در 4 مرحله روزانه ( هر 6 ساعت ),حساسیت شدید دارویی و نارسایی کلیه,"تهوع , مشکلات گوارشی , سوء جذب و عوارض عضلانی",در نارسایی کبدی و کلیوی با احتیاط مصرف شود. آزمایشهای کارکرد کلیه حتما کنترل شود.,نوع موضعی آ« با عوارض آلرژیک همراه است. در صورت بروز مشکلات گوارشی به پزشک اطلاع دهید.,NEOMYCIN,در دمای معمولی نگهداری شود.,---
34,Streptocol,آمینوگلیکوزید,آنتی بیوتیک,استرپتومايسين,آمپول (ویال),گروه D,در تب مالت  و در بیماری سل به عنوان داروی کمکی بروسلوزیس,1.5 میلی گرم به ازای هر کیلوگرم,حساسیت شدید دارویی,"حساسیت پوستی , عوارض کلیوی و شنوایی , تهوع , استفراغ","قبل از شروع , از کشت و آنتی بیوگرام مطمئن شوید.ضدمه به بخش شنوایی یا تعادلی گوش مشکل آفرین است.",هر گونه اشکال شنوایی را به پزشک اطلاع دهید.,STREPTOMYCIN,در دمای اتاق نگهداری شود.,---
35,Wellbutrin,آمینوکتون,ضد افسردگی,بوپروپيون,"قرص 75 , 100 و 150 میلی گرمی",گروه B,افسردگی و ترک سیگار,"با 100 میلی گرم دوبار در روز شروع می شود و پس از آن , میزان مصرف قابل افزایش است.","حساسیت شدید, تشنج - البته در بیماری های قلبی و نارسایی کبد و کلیه با احتیاط مصرف شود.","فشار خون بالا یا پایین , خارش ,  تاری دید , خشکی دهان , تب و لرز , سردرد , ضعف , اختلال شنوایی",احتمال تشنج با افزایش میزان مصرف بالا می رود .احتمال بروز ناتوانی جنسی را به بیمار گوشزد کنید.,قطع ناگهانی دارو خطرناک است . دارو در ساعات معین باید مصرف شود.از راننگی خودداری کنید.,BUPROPION,در جای خشک و خنک و دور از نور  نگهداری شود.,---
36,Aralen,آمینوکینولین,ضد مالاریا,کلروکين فسفات,قرص و آمپول 250 و 150 میلی گرمی,گروه C,"عفونت های مالاریایی , عفونت با آمیب داخل و خارج روده ای , کنترل التهاب رماتیسم مفصلی , زخم روده بزرگ و التهاب  مفصل , آسم , بیماری های التهابی ناشناخته پوستی مثل درماتومیوزیت , لیکن پلان , اریتم ندوزم",مصرف اولیه در بالغین 600 میلی گرم و سپس 6 ساعت 300 میلی گرم در اطفال با 10 میلی گرم شروع شود و با 5 میلی گرم به ازای هر کیلو وزن بدن ادامه یابد.,"حساسیت شدید, نارسایی کلیه , مشکلات پرده شبکیه چشم , پورفیری","تهوع , اسهال , اختلال بینایی , اضطراب , خستگی , ضعف عمومی , بی قراری , افسردگی  و بی اشتهایی",معاینه چشم و بررسی عملکرد کلیه در بیمارن قبل از درمان ضروری است.,بیمار در حین درمان دراز مدت باید تحد نظر چشم پزشک باید.در بیماران مبتلا به فاویسم با احتیاط مصرف شود.بیمار باید دوره درمان را کامل کند.,CHLOROQUIN PHOSPHAT,در دمای معمولی اتاق نگهداری شود.,---
37,Neurontin,آنالوگ گابا GABA,ضد تشنج ( صرع ),گاباپنتين,کپسول 100 میلی گرمی,گروه C,در صرع پارشیل یا تشنج جنرالیزه ( عمومی),"1.5 قرص هنگام خواب , و به تدریج 300 میلی گرم دو بار در روز و 300 میلی گرم سه بار در روز , در روز سوم تجویز می شود.ولی میزان متوسط 3 تا 6 قرص در طول روز استفاده می شود.",حساسیت شدید دارویی,"سردرد , خواب آلودگی , تهوع , استفراغ , گیجی , درد عضلانی , مشکلات چشمی , اختلال خلقی , سرفه و تپش قلب",عملکرد کلیه باید تست شود. دارو نباید به طور ناگهانی قطع شود. پزشک می بایست نتیجه درمان را بررسی کند.,این دارو یا آ«تی اسیدها نباید مصرف شود. فاصله نوبت این دارو نباید بیش از 12 ساعت باشد.,GABAPENTIN,در دمای اتاق نگهداری شود.,---
38,Rocaltrol,آنالوگ ویتامین D,ضد هیپوکلسمی,کالسيتريول,کپسول 0.25 میکروگرمی,گروه C,"درمان کمبود کلسیم به ویژه در بیمارانی که تحت درمان با دیالیز قرار دارند.درمان هیپو پاراتیروئیدیسم , بیماری ریکتز ( کمبود ویتامین D)",0.5 تا 2 میکرو گرم و طی 4 تا 8 هفته میزان آن را افزایش می دهیم.,بیمران با کلسیم خون بالا و مسمومیت با ویتامین D,"فشار خون بالا , خارش , سردرد , ضعف , بی قراری , تهوع , سنگ , کلیوی , کاهش میل جنسی , خشکی دهان , درد استخوان , بی نظمی قلبی (آریتمی)","سطح سرمی کلسیم , فسفر و آلکالن فسفاتاز و عملکرد کلیه قبل از شروع درمان بررسی شود.احتمال هیپر کلسمی وجود دارد.","در صورت بروز علائم قلبی , یا مسمومیت به پزشک اطلاع دهید.دارو را میتوان با غذا یا پیش از  غذا مصرف کرد.",CALCITRIOL,در دمای معمولی اتاق نگهداری شود.,---
39,Dovonex,آنالوگ ویتامین D3,ضد پسوریازیس,کالسي پوتريول,پماد  موضعی,گروه C,ضد پسوریازیس,روزانه 2 بار پماد مالیده شود.,"حساسیت شدید دارویی , پوست سر و صورت , افزایش شدید کلسیم خون","تحریک پوست به صورت موضعی , افزایش کلسیم خون به علت جذب 6% از این دارو به صورت عمومی",علائم بهبودی طی 1 تا 2 هفته ظاهر می شود. در بیماری پسوریازیس شدید کاربرد ندارد.,پماد فقط روی ظایعه خوب مالیده شود .از تماس آن با چشم جلوگیری شود. در صورتی که طی 2 تا 8 هفته بهبود نسبی حاصل نشد به پزشک اطلاع دهید.,CALCIPOTRIOL,در دمای معمولی نگهداری شود.,---
40,Desferal Mesylate,آنتاگونیست,دفع کننده آهن,دفروکسامين,تزریقی,گروه C,"مسمومیت با آهن , بیماران تالاسمی (ماژور) . هموسیدروز , مسمومیت با آلومینیوم و به منظور تشحیص افزایش آهن خون",5 تا 10 گرم را در 50 تا 100 سی سی آب حل می کنند و پس از شست و شوی معده به بیمار می خورانند. در نوع تزریقی 500 میلی گرم در روز,"حساسیت شدید دارویی , نارسایی شدید کلیوی , آنوری و پیلونفریت",تزریق سریع داخل وریدی دارو باعث بروز واکنش حساسیتی می شود. درد عضلانی شدید در تزریق عضلانی مشاهده می شود.,کم خونی کشنده و نارسایی کلیه گزارش شده است بنابر این تست های لازم باید انجام شود. دفروکسامین با هپارین ناسازگار است.,تغییر رنگ ادرار بروز می کند. تاری دید و هر نوع اختلال بینایی را گزارش دهید.,DEFEROXAMINE,پودر در دمای 2 تا 8 درجه نگهداری شود.,---
